customer_id,registration_date,age,gender,city,annual_income,segment,lifetime_value,total_orders,avg_order_value,preferred_channel,sessions_per_month,churn_probability,satisfaction_score,days_since_last_purchase
CUST000610,2023-12-14,36.0,Male,Pune,100000.0,Premium,37727.88,15,5389.7,Social Media,48,0.5759,3,51
CUST000611,2019-02-21,32.0,Female,Hyderabad,114000.0,At-Risk,4275.9,8,610.84,Social Media,3,0.3461,3,123
CUST000612,2022-10-24,34.0,Male,Kolkata,100000.0,Occasional,8007.48,7,727.95,Social Media,20,0.1222,2,23
CUST000613,2023-01-29,22.0,Female,Hyderabad,100000.0,At-Risk,4075.65,7,339.64,Social Media,4,0.5363,4,294
CUST000614,2019-04-11,33.0,Male,Mumbai,100000.0,Occasional,2762.54,9,276.25,Mobile App,12,0.1249,5,20
CUST000615,2022-12-01,,Female,Mumbai,100000.0,At-Risk,3966.97,10,396.7,Website,4,0.3409,5,279
CUST000616,2022-04-13,35.0,Male,Delhi,100000.0,New,4956.55,7,619.57,Email,8,0.0092,5,59
CUST000617,2020-12-07,34.0,Female,Delhi,100000.0,New,12515.41,13,1787.92,Mobile App,17,0.4175,5,3
CUST000618,2020-09-02,53.0,Male,Hyderabad,100000.0,At-Risk,4560.61,10,760.1,Mobile App,6,0.6034,4,303
CUST000619,2023-04-05,18.0,Female,Pune,100000.0,New,5929.48,9,847.07,Mobile App,11,0.2871,5,52
CUST000620,2019-12-24,42.0,Female,Hyderabad,100000.0,Occasional,8305.68,8,1186.53,Email,7,0.1825,4,3
CUST000621,2020-07-14,30.0,Male,Kolkata,100000.0,New,4787.12,9,598.39,Social Media,16,0.6264,4,2
CUST000622,2022-07-29,40.0,Female,Pune,100000.0,Occasional,7443.99,0,744.4,Website,14,0.2394,,14
CUST000623,2021-11-17,32.0,Female,Hyderabad,100000.0,New,8209.15,7,1368.19,Email,11,0.2489,,51
CUST000624,2022-09-30,18.0,Male,Chennai,100000.0,At-Risk,3259.79,12,407.47,Mobile App,5,0.0778,4,191
CUST000625,2022-10-10,47.0,Female,Hyderabad,100000.0,New,15218.36,8,1521.84,In-Store,10,0.2733,4,8
CUST000626,2022-03-24,45.0,Male,Pune,100000.0,Regular,10452.67,12,1493.24,Mobile App,18,0.3056,,4
CUST000627,2022-12-20,44.0,Male,Chennai,100000.0,Occasional,9185.49,6,1530.92,Mobile App,9,0.2842,2,45
CUST000628,2019-05-29,45.0,Female,Delhi,100000.0,Premium,54157.32,15,5415.73,Mobile App,57,0.2448,,37
CUST000629,2023-07-10,49.0,Female,Mumbai,100000.0,At-Risk,2380.7,8,297.59,Social Media,4,0.1444,2,193
CUST000630,2020-01-03,33.0,Male,Hyderabad,157000.0,Regular,27648.5,4,2513.5,Social Media,15,0.3337,5,44
CUST000631,2020-01-27,23.0,Male,Mumbai,200000.0,Occasional,8438.37,5,1054.8,Email,18,0.439,5,37
CUST000632,2023-06-13,18.0,Female,Kolkata,100000.0,Occasional,2855.33,9,317.26,Social Media,17,0.5909,5,11
CUST000633,2023-05-02,19.0,Female,Kolkata,100000.0,Premium,53303.89,18,4845.81,Social Media,54,0.1642,5,45
CUST000634,2021-03-13,44.0,Female,Hyderabad,207000.0,Occasional,9375.58,8,625.04,Mobile App,11,0.4318,5,47
CUST000635,2022-07-05,31.0,Female,Hyderabad,100000.0,Occasional,8873.89,8,1267.7,Mobile App,14,0.707,,53
CUST000636,2019-05-15,49.0,Female,Chennai,145000.0,Premium,61214.44,21,5101.2,In-Store,33,0.5074,3,31
CUST000637,2021-07-11,18.0,Male,Kolkata,100000.0,Regular,28285.9,6,2357.16,Website,12,0.0655,5,40
CUST000638,2019-09-17,18.0,Male,Pune,100000.0,At-Risk,1808.14,8,301.36,Website,4,0.1694,3,341
CUST000639,2019-10-23,18.0,Male,Pune,141000.0,New,12807.22,8,2134.54,Social Media,13,0.4364,,44
CUST000640,2020-12-06,26.0,Female,Mumbai,277000.0,Premium,74178.12,19,14835.62,Website,63,0.1649,4,49
CUST000641,2020-06-01,37.0,Male,Pune,,Regular,22022.13,15,1694.01,In-Store,13,0.1435,4,51
CUST000642,2021-11-28,34.0,Female,Chennai,100000.0,New,4964.97,14,827.5,Website,9,0.5285,3,50
CUST000643,2019-03-30,46.0,Male,Chennai,100000.0,Premium,42599.55,18,3872.69,Mobile App,60,0.1708,4,37
CUST000644,2020-12-14,36.0,Female,Bangalore,100000.0,Regular,25303.41,5,1946.42,Email,17,0.1009,4,11
CUST000645,2022-01-10,46.0,Female,Kolkata,100000.0,Occasional,8370.41,5,760.95,Website,14,0.1492,5,58
CUST000646,2019-07-05,46.0,Female,Chennai,100000.0,Occasional,6699.19,7,1116.53,Email,15,0.4169,3,45
CUST000647,2021-08-01,48.0,Female,Chennai,100000.0,Occasional,6963.16,10,497.37,Social Media,10,0.1567,3,57
CUST000648,2023-06-14,32.0,Male,Bangalore,100000.0,Premium,92207.18,21,7683.93,Social Media,48,0.1359,4,25
CUST000649,2021-07-29,29.0,Female,Chennai,100000.0,Regular,8854.57,10,520.86,Mobile App,17,0.3731,3,22
CUST000650,2021-12-27,50.0,Male,Mumbai,105000.0,Occasional,7994.41,9,999.3,In-Store,14,0.2864,5,57
CUST000651,2021-08-13,36.0,Female,Bangalore,184000.0,Occasional,4698.39,8,783.07,Website,17,0.2031,4,7
CUST000652,2020-04-16,47.0,Male,Hyderabad,100000.0,Occasional,8834.25,4,1472.38,Website,14,0.4479,4,51
CUST000653,2019-11-25,38.0,Female,Mumbai,100000.0,Regular,18868.34,10,1451.41,Social Media,16,0.1908,5,36
CUST000654,2022-12-10,35.0,Male,Kolkata,109000.0,Regular,7815.21,11,710.47,Social Media,16,0.2578,4,21
CUST000655,2021-12-30,22.0,Male,Mumbai,100000.0,Regular,22069.49,13,3678.25,Website,14,0.3996,4,52
CUST000656,2021-08-28,35.0,Male,Chennai,100000.0,Premium,83665.62,19,7605.97,Mobile App,39,0.1579,4,5
CUST000657,2019-12-16,42.0,Male,Pune,144000.0,Regular,8397.73,10,1049.72,Website,24,0.3853,5,23
CUST000658,2021-09-20,44.0,Male,Hyderabad,100000.0,New,10565.72,10,1056.57,Email,17,0.5371,4,29
CUST000659,2022-08-09,35.0,Female,Pune,181000.0,Premium,52723.45,16,4793.04,Mobile App,72,0.2664,4,11
CUST000660,2020-01-29,42.0,Other,Delhi,100000.0,Occasional,3247.64,8,295.24,In-Store,21,0.054,5,5
CUST000661,2023-10-29,29.0,Female,Bangalore,100000.0,Regular,23114.28,5,2101.3,Mobile App,14,0.5257,4,52
CUST000662,2023-03-14,41.0,Female,Delhi,100000.0,Occasional,5257.42,9,525.74,Website,11,0.2073,4,36
CUST000663,2019-09-17,45.0,Female,Pune,100000.0,New,10892.29,10,837.87,Social Media,23,0.2743,4,17
CUST000664,2023-04-19,22.0,Other,Chennai,100000.0,Regular,8327.06,10,640.54,Mobile App,12,0.2385,4,50
CUST000665,2020-07-07,23.0,Male,Delhi,100000.0,Regular,8019.35,5,1002.42,Email,17,0.264,4,33
CUST000666,2019-07-29,27.0,Male,Chennai,100000.0,Regular,29604.44,12,7401.11,In-Store,14,0.0424,5,33
CUST000667,2023-07-25,18.0,Female,Mumbai,,At-Risk,5544.39,11,693.05,Email,5,0.1468,5,336
CUST000668,2022-02-06,54.0,Female,Mumbai,100000.0,Regular,23157.72,12,2894.71,Email,13,0.3326,,4
CUST000669,2023-05-07,30.0,Male,Bangalore,100000.0,New,12545.78,15,1393.98,Mobile App,18,0.1181,4,36
CUST000670,2019-06-04,29.0,Male,Hyderabad,100000.0,New,10696.13,3,1782.69,Mobile App,16,0.2292,3,22
CUST000671,2023-06-14,20.0,Male,Bangalore,171000.0,Premium,25187.35,16,2289.76,Email,45,0.1675,,39
CUST000672,2020-02-20,38.0,Male,Delhi,100000.0,Occasional,6246.68,11,390.42,Website,13,0.2427,4,42
CUST000673,2022-04-03,33.0,Male,Delhi,139000.0,Regular,26756.71,12,3822.39,Social Media,18,0.4003,5,29
CUST000674,2020-08-17,31.0,Male,Chennai,100000.0,Regular,19584.65,10,1780.42,In-Store,13,0.2476,3,53
CUST000675,2023-03-20,18.0,Female,Mumbai,100000.0,Premium,61210.35,20,10201.72,In-Store,18,0.3032,1,47
CUST000676,2023-01-29,46.0,Male,Chennai,100000.0,Regular,20744.1,10,2074.41,Email,15,0.3581,2,47
CUST000677,2023-07-13,48.0,Male,Kolkata,150000.0,Premium,39068.35,13,3551.67,Website,51,0.4006,3,33
CUST000678,2020-01-08,39.0,Male,Mumbai,100000.0,Regular,24640.17,8,2737.8,Mobile App,16,0.1363,1,31
CUST000679,2023-05-19,26.0,Female,Bangalore,104000.0,Occasional,5465.1,3,607.23,Social Media,11,0.2252,4,8
CUST000680,2021-01-17,34.0,Male,Bangalore,161000.0,Occasional,7358.96,6,613.25,Mobile App,13,0.1898,2,41
CUST000681,2022-02-09,30.0,Male,Kolkata,268000.0,New,13513.54,5,1930.51,Mobile App,16,0.3115,5,5
CUST000682,2022-06-25,20.0,Female,Hyderabad,100000.0,Regular,22652.12,4,3236.02,Email,16,0.279,,12
CUST000683,2022-02-28,23.0,Female,Delhi,100000.0,Occasional,5574.54,7,557.45,Email,14,0.4638,5,59
CUST000684,2019-12-06,38.0,Female,Bangalore,100000.0,Regular,15185.05,3,1898.13,Social Media,9,0.2727,5,12
CUST000685,2019-08-06,48.0,Male,Mumbai,100000.0,Regular,27993.3,5,3110.37,In-Store,17,0.3352,3,36
CUST000686,2020-04-08,57.0,Female,Pune,100000.0,Regular,23026.2,8,2878.28,Email,17,0.2391,3,38
CUST000687,2021-09-18,18.0,Male,Chennai,100000.0,Occasional,8538.11,9,948.68,Email,15,0.5177,4,47
CUST000688,2022-07-27,38.0,Male,Bangalore,100000.0,Occasional,9749.77,7,812.48,Website,17,0.3503,3,50
CUST000689,2022-05-29,27.0,Female,Kolkata,100000.0,New,8875.08,7,633.93,Mobile App,15,0.2283,3,43
CUST000690,2023-08-15,18.0,Male,Chennai,105000.0,Occasional,5344.57,13,593.84,Social Media,17,0.1341,4,27
CUST000691,2021-11-17,,Female,Delhi,100000.0,New,5829.25,6,647.69,Email,17,0.2978,5,31
CUST000692,2020-02-16,46.0,Female,Hyderabad,100000.0,Premium,67487.86,20,11247.98,Website,51,0.2876,4,25
CUST000693,2023-11-22,34.0,Female,Chennai,100000.0,Regular,21208.45,7,3029.78,In-Store,16,0.1034,3,36
CUST000694,2019-05-06,65.0,Female,Hyderabad,106000.0,Premium,32837.7,14,3648.63,Email,45,0.4546,5,30
CUST000695,2020-08-01,24.0,Female,Mumbai,100000.0,Premium,44955.32,17,2997.02,Email,51,0.1151,3,36
CUST000696,2021-10-09,24.0,Female,Mumbai,171000.0,Regular,23615.96,4,2624.0,Email,14,0.1997,5,32
CUST000697,2023-07-05,28.0,Female,Mumbai,109000.0,At-Risk,1554.53,6,222.08,In-Store,5,0.1285,5,296
CUST000698,2020-06-30,45.0,Female,Hyderabad,100000.0,New,12969.11,10,1441.01,Social Media,13,0.1158,4,13
CUST000699,2020-01-11,,Female,Chennai,100000.0,New,12924.07,8,1077.01,Mobile App,14,0.4848,4,14
CUST000700,2023-10-12,32.0,Male,Delhi,100000.0,New,14894.72,8,1354.07,Website,14,0.2764,5,3
CUST000701,2019-07-16,48.0,Female,Mumbai,100000.0,Regular,27035.99,6,2703.6,Email,17,0.2828,4,7
CUST000702,2020-11-26,39.0,Other,Kolkata,100000.0,Regular,14754.32,10,2107.76,Mobile App,12,0.3304,4,19
CUST000703,2021-07-11,22.0,Male,Delhi,100000.0,Occasional,4976.63,8,995.33,Website,16,0.2068,5,56
CUST000704,2022-11-24,32.0,Female,Pune,100000.0,Regular,26273.49,10,2189.46,Email,12,0.2729,4,41
CUST000705,2023-05-18,31.0,Female,Kolkata,,At-Risk,1506.67,12,107.62,In-Store,3,0.4969,5,355
CUST000706,2021-09-03,39.0,Male,Delhi,105000.0,Premium,51121.55,18,8520.26,Email,60,0.2971,1,26
CUST000707,2020-01-21,44.0,Male,Bangalore,100000.0,New,15901.22,1,1766.8,Website,18,0.0946,5,7
CUST000708,2023-02-10,44.0,Male,Kolkata,100000.0,Regular,21799.75,22,2179.98,Email,11,0.3974,5,51
CUST000709,2022-03-07,23.0,Female,Delhi,100000.0,Occasional,9319.25,8,776.6,Email,15,0.6656,,36
CUST000710,2023-05-17,18.0,Female,Mumbai,100000.0,New,12744.38,11,1062.03,Email,12,0.1747,4,11
CUST000711,2022-09-13,60.0,Male,Kolkata,100000.0,New,12544.53,11,1568.07,Website,9,0.1798,5,30
CUST000712,2022-12-17,47.0,Male,Chennai,100000.0,Regular,18092.07,7,1809.21,Email,13,0.4732,3,30
CUST000713,2023-05-12,27.0,Male,Kolkata,100000.0,Regular,9503.83,9,3167.94,Social Media,10,0.0987,1,59
CUST000714,2023-02-20,26.0,Female,Delhi,,Regular,26853.29,8,3836.18,Email,11,0.2015,3,15
CUST000715,2020-02-04,50.0,Female,Pune,100000.0,Premium,86690.34,17,14448.39,Email,30,0.3025,5,54
CUST000716,2020-08-13,22.0,Female,Delhi,100000.0,Premium,61513.74,13,6151.37,Social Media,39,0.4497,3,44
CUST000717,2019-08-11,19.0,Female,Mumbai,100000.0,Premium,71263.88,19,8907.98,Website,48,0.3916,5,11
CUST000718,2021-07-26,36.0,Female,Kolkata,100000.0,Regular,16102.14,8,2012.77,Email,10,0.1187,4,11
CUST000719,2021-11-29,39.0,Male,Hyderabad,100000.0,Occasional,9207.72,11,1150.96,Social Media,16,0.0643,5,26
CUST000720,2021-07-24,38.0,Male,Bangalore,100000.0,New,13587.4,8,2264.57,Website,14,0.3984,5,21
CUST000721,2021-08-08,46.0,Male,Delhi,100000.0,Premium,63817.25,25,6381.72,In-Store,39,0.0562,4,44
CUST000722,2022-09-15,25.0,Female,Bangalore,100000.0,At-Risk,5207.49,7,1041.5,Mobile App,4,0.3113,4,107
CUST000723,2023-07-19,45.0,Female,Bangalore,100000.0,Occasional,6137.4,5,613.74,Email,10,0.3035,4,1
CUST000724,2019-01-24,54.0,Female,Delhi,100000.0,New,13573.06,6,1939.01,Social Media,13,0.1837,1,45
CUST000725,2021-04-03,32.0,Female,Pune,107000.0,Regular,23008.19,9,3286.88,Website,14,0.3013,4,42
CUST000726,2019-10-08,25.0,Male,Mumbai,100000.0,Premium,68085.07,21,6189.55,Website,57,0.1749,1,25
CUST000727,2019-09-26,31.0,Female,Hyderabad,100000.0,Regular,21516.14,8,2689.52,In-Store,19,0.0379,,52
CUST000728,2022-02-17,28.0,Other,Delhi,100000.0,Regular,7880.52,8,606.19,In-Store,14,0.1145,5,11
CUST000729,2022-08-02,37.0,Male,Kolkata,100000.0,Occasional,2754.21,6,550.84,Email,8,0.2519,5,36
CUST000730,2019-09-15,26.0,Female,Kolkata,100000.0,Premium,44349.96,18,4927.77,Social Media,45,0.3091,3,41
CUST000731,2020-03-14,38.0,Male,Delhi,100000.0,At-Risk,5303.21,9,757.6,In-Store,5,0.3331,4,327
CUST000732,2022-12-08,40.0,Male,Bangalore,,Occasional,3182.64,6,530.44,Email,18,0.3722,1,58
CUST000733,2021-01-19,24.0,Female,Delhi,100000.0,Premium,41530.83,22,6921.8,Mobile App,54,0.189,1,54
CUST000734,2022-07-11,29.0,Male,Pune,100000.0,At-Risk,2987.25,10,271.57,Mobile App,4,0.4152,4,118
CUST000735,2022-03-07,21.0,Male,Delhi,100000.0,New,8514.94,6,946.1,Email,22,0.444,5,3
CUST000736,2019-10-30,43.0,Male,Bangalore,100000.0,Occasional,7279.78,9,606.65,Mobile App,11,0.0999,4,45
CUST000737,2021-04-14,26.0,Female,Bangalore,100000.0,Occasional,3148.92,13,393.62,In-Store,15,0.419,5,3
CUST000738,2019-05-21,31.0,Female,Hyderabad,100000.0,Regular,8799.3,8,586.62,Website,18,0.1809,,28
CUST000739,2020-12-05,18.0,Male,Chennai,100000.0,At-Risk,1948.7,5,243.59,Social Media,5,0.3188,5,66
CUST000740,2019-05-03,34.0,Male,Chennai,100000.0,At-Risk,4030.46,8,503.81,Mobile App,7,0.1768,3,246
CUST000741,2022-04-08,46.0,Male,Bangalore,100000.0,New,5088.8,6,636.1,In-Store,13,0.1894,5,26
CUST000742,2020-01-05,,Female,Hyderabad,167000.0,Regular,16426.63,4,2053.33,Social Media,16,0.3672,4,55
CUST000743,2022-11-27,25.0,Female,Bangalore,100000.0,New,12973.95,10,1179.45,Website,13,0.1129,4,45
CUST000744,2021-07-17,42.0,Male,Pune,154000.0,Premium,85402.61,19,9489.18,Social Media,57,0.0692,4,15
CUST000745,2020-07-10,42.0,Male,Hyderabad,100000.0,Regular,27018.57,10,2251.55,Social Media,16,0.6078,4,12
CUST000746,2022-07-25,39.0,Male,Bangalore,100000.0,Premium,91933.72,15,10214.86,In-Store,48,0.1591,5,4
CUST000747,2020-03-13,38.0,Male,Delhi,235000.0,Regular,19252.24,9,1750.2,Website,17,0.1066,,13
CUST000748,2019-01-07,22.0,Male,Bangalore,100000.0,Regular,23085.48,6,2885.69,Email,10,0.1098,5,46
CUST000749,2021-01-22,36.0,Female,Hyderabad,100000.0,Occasional,4546.88,1,649.55,Mobile App,18,0.517,,41
CUST000750,2020-02-10,63.0,Male,Bangalore,100000.0,Premium,59943.72,14,8563.39,Social Media,33,0.2841,5,47
CUST000751,2021-07-08,43.0,Male,Chennai,100000.0,Regular,20526.46,6,2052.65,In-Store,14,0.2315,4,37
CUST000752,2019-11-30,45.0,Female,Delhi,100000.0,New,13607.92,8,1943.99,Mobile App,20,0.4742,3,4
CUST000753,2019-05-11,40.0,Male,Chennai,100000.0,Occasional,3984.66,11,398.47,In-Store,11,0.304,5,57
CUST000754,2020-10-14,32.0,Male,Delhi,100000.0,Occasional,5350.7,7,486.43,Email,19,0.1631,5,42
CUST000755,2021-06-18,43.0,Male,Chennai,105000.0,Occasional,7565.25,4,1260.87,In-Store,20,0.175,1,45
CUST000756,2022-03-20,32.0,Female,Chennai,,Occasional,6680.21,8,607.29,Mobile App,19,0.6433,5,50
CUST000757,2022-11-19,21.0,Male,Mumbai,100000.0,New,10436.1,8,802.78,Mobile App,12,0.2415,3,30
CUST000758,2022-06-01,31.0,Male,Delhi,100000.0,Regular,18259.9,9,2028.88,In-Store,16,0.5485,4,33
CUST000759,2021-05-13,34.0,Female,Pune,100000.0,Premium,67898.79,19,6789.88,Website,42,0.0848,3,39
CUST000760,2022-06-10,49.0,Female,Bangalore,100000.0,Regular,10654.47,5,1522.07,Website,14,0.0917,5,3
CUST000761,2020-03-28,36.0,Male,Delhi,100000.0,Occasional,2846.0,7,258.73,Mobile App,12,0.3653,5,36
CUST000762,2021-09-07,42.0,Female,Delhi,100000.0,New,8239.78,12,823.98,Website,9,0.3713,4,12
CUST000763,2021-05-28,27.0,Male,Mumbai,102000.0,Regular,19906.38,7,1658.87,Email,17,0.0733,4,59
CUST000764,2019-06-29,,Male,Pune,113000.0,At-Risk,1690.81,7,140.9,Social Media,5,0.6279,3,202
CUST000765,2023-04-09,,Male,Pune,100000.0,Regular,28060.81,8,1870.72,Website,17,0.3752,,41
CUST000766,2023-07-30,47.0,Female,Mumbai,135000.0,Premium,51293.51,18,25646.76,Website,36,0.3712,4,6
CUST000767,2020-11-23,28.0,Male,Mumbai,100000.0,Occasional,6434.05,9,2144.68,Website,13,0.2389,4,55
CUST000768,2021-05-19,41.0,Female,Kolkata,100000.0,New,15422.25,2,2203.18,In-Store,20,0.461,2,12
CUST000769,2019-04-25,65.0,Female,Delhi,100000.0,Occasional,7211.25,5,801.25,Social Media,9,0.2394,4,59
CUST000770,2019-05-09,44.0,Male,Hyderabad,100000.0,Premium,37345.09,14,5335.01,Mobile App,45,0.3773,4,9
CUST000771,2023-04-16,24.0,Male,Chennai,203000.0,Occasional,9710.14,2,1213.77,Social Media,15,0.3518,5,52
CUST000772,2022-05-03,26.0,Male,Bangalore,,Premium,54738.27,20,4561.52,Social Media,42,0.1563,5,2
CUST000773,2021-05-11,22.0,Male,Chennai,100000.0,Regular,26541.88,12,13270.94,Website,21,0.5208,4,6
CUST000774,2019-07-28,36.0,Male,Kolkata,100000.0,New,5838.82,8,834.12,Mobile App,17,0.4398,5,11
CUST000775,2023-06-05,46.0,Male,Hyderabad,100000.0,Regular,27325.95,10,5465.19,Mobile App,17,0.1997,5,43
CUST000776,2022-07-22,36.0,Male,Delhi,100000.0,Regular,8037.48,10,618.27,In-Store,20,0.2081,4,22
CUST000777,2023-03-23,31.0,Male,Hyderabad,100000.0,New,10730.62,6,2682.66,In-Store,20,0.2697,3,46
CUST000778,2019-05-16,44.0,Female,Chennai,105000.0,Occasional,4682.92,7,312.19,Email,20,0.3253,5,13
CUST000779,2023-03-24,35.0,Other,Bangalore,100000.0,Regular,22462.36,11,3208.91,In-Store,12,0.2591,3,44
CUST000780,2019-01-19,27.0,Male,Hyderabad,100000.0,Regular,9198.28,7,1839.66,Email,9,0.1376,3,37
CUST000781,2023-03-19,24.0,Male,Hyderabad,100000.0,Regular,10734.01,10,1341.75,Website,19,0.1985,4,49
CUST000782,2021-05-18,64.0,Female,Delhi,100000.0,New,12484.34,5,1560.54,Email,13,0.4446,4,38
CUST000783,2023-04-05,19.0,Female,Delhi,100000.0,New,10219.23,9,1021.92,In-Store,14,0.1326,1,50
CUST000784,2022-06-17,33.0,Other,Delhi,109000.0,Regular,10700.33,8,3566.78,Website,11,0.1976,4,54
CUST000785,2022-09-19,46.0,Male,Kolkata,100000.0,Occasional,2822.89,8,256.63,In-Store,10,0.3514,3,27
CUST000786,2020-07-24,27.0,Male,Chennai,102000.0,Regular,17837.38,8,1783.74,In-Store,17,0.2659,5,17
CUST000787,2022-09-21,46.0,Female,Delhi,179000.0,Premium,26331.82,23,3291.48,In-Store,51,0.3558,4,2
CUST000788,2022-10-30,,Female,Hyderabad,100000.0,Premium,85774.8,15,5718.32,Email,18,0.5236,4,36
CUST000789,2023-12-02,27.0,Female,Delhi,100000.0,Regular,14944.72,4,1245.39,Social Media,9,0.4331,5,54
CUST000790,2022-12-17,41.0,Female,Mumbai,100000.0,Regular,29544.1,6,2272.62,Social Media,17,0.1355,,14
CUST000791,2019-04-12,38.0,Male,Mumbai,116000.0,Occasional,6306.38,11,700.71,Email,11,0.0842,3,51
CUST000792,2021-04-12,52.0,Male,Mumbai,100000.0,Occasional,8032.51,7,1338.75,Mobile App,16,0.0563,5,8
CUST000793,2021-03-23,34.0,Male,Pune,100000.0,Regular,17282.33,10,1440.19,Email,19,0.5419,3,40
CUST000794,2023-10-19,36.0,Female,Delhi,100000.0,Premium,27582.8,19,3064.76,Email,45,0.1017,4,58
CUST000795,2019-12-06,58.0,Female,Pune,100000.0,Premium,66991.33,15,7443.48,Email,60,0.1395,4,39
CUST000796,2020-12-19,63.0,Male,Pune,118000.0,Regular,8141.41,6,1017.68,Social Media,15,0.1722,4,15
CUST000797,2020-07-14,37.0,Male,Delhi,100000.0,Occasional,6243.81,6,693.76,Email,20,0.3736,5,49
CUST000798,2023-01-27,22.0,Female,Mumbai,100000.0,At-Risk,3445.77,13,313.25,Social Media,6,0.2391,4,174
CUST000799,2022-08-09,26.0,Male,Mumbai,100000.0,Regular,11221.28,3,2244.26,Social Media,19,0.4541,4,9
CUST000800,2023-08-17,29.0,Other,Bangalore,100000.0,At-Risk,4258.94,8,387.18,Website,2,0.2221,4,281
CUST000801,2021-03-06,45.0,Female,Bangalore,100000.0,Occasional,4292.13,10,715.35,Email,13,0.2762,,2
CUST000802,2019-04-28,36.0,Male,Hyderabad,100000.0,Occasional,4901.01,7,445.55,Mobile App,16,0.3289,,40
CUST000803,2020-04-01,44.0,Female,Pune,100000.0,Regular,15994.75,4,2665.79,Website,14,0.2777,4,16
CUST000804,2019-02-25,29.0,Male,Chennai,100000.0,Regular,22857.19,7,3809.53,Email,21,0.7095,4,20
CUST000805,2021-03-17,25.0,Female,Delhi,100000.0,Occasional,5437.66,4,543.77,Social Media,14,0.0376,5,7
CUST000806,2019-03-06,43.0,Male,Mumbai,,Regular,15406.51,10,1185.12,Social Media,15,0.4279,5,6
CUST000807,2023-07-24,44.0,Male,Bangalore,151000.0,Occasional,3009.62,10,601.92,Website,11,0.6703,3,39
CUST000808,2022-05-12,34.0,Male,Delhi,100000.0,Occasional,5421.21,7,903.54,Social Media,15,0.2211,4,48
CUST000809,2019-11-20,,Male,Delhi,100000.0,New,6349.35,10,1058.23,In-Store,14,0.1401,4,27
CUST000810,2019-04-07,18.0,Female,Pune,100000.0,Premium,37469.9,17,3122.49,Social Media,33,0.3476,2,5
CUST000811,2023-05-31,42.0,Male,Bangalore,100000.0,Regular,29948.41,7,4991.4,Website,23,0.4798,2,31
CUST000812,2020-03-07,47.0,Male,Chennai,102000.0,Premium,87286.69,17,10910.84,Mobile App,39,0.3485,5,18
CUST000813,2021-04-15,18.0,Other,Delhi,100000.0,Premium,71299.39,24,5941.62,Mobile App,42,0.2624,5,51
CUST000814,2022-10-04,37.0,Male,Delhi,100000.0,Premium,84407.85,20,12058.26,In-Store,45,0.2903,4,59
CUST000815,2020-12-03,37.0,Female,Kolkata,104000.0,At-Risk,3298.83,7,366.54,Social Media,4,0.3036,2,189
CUST000816,2019-11-08,23.0,Female,Hyderabad,100000.0,Regular,8941.73,10,993.53,Social Media,10,0.2312,3,23
CUST000817,2020-10-10,18.0,Female,Mumbai,100000.0,Premium,26876.37,16,2687.64,Website,63,0.2159,4,53
CUST000818,2019-09-10,37.0,Male,Delhi,112000.0,Regular,19292.39,4,1753.85,In-Store,14,0.2495,1,32
CUST000819,2021-10-16,34.0,Other,Bangalore,100000.0,Premium,44107.18,15,4900.8,Social Media,36,0.308,4,39
CUST000820,2022-02-17,27.0,Male,Delhi,100000.0,At-Risk,2797.05,12,349.63,In-Store,4,0.2345,,273
CUST000821,2019-11-24,35.0,Female,Kolkata,,Regular,17037.73,8,1893.08,Email,15,0.1322,1,19
CUST000822,2019-11-14,33.0,Female,Mumbai,118000.0,Occasional,7808.17,8,780.82,Mobile App,17,0.2602,4,22
CUST000823,2020-12-15,36.0,Male,Mumbai,100000.0,Premium,45042.39,20,3464.8,Website,45,0.2914,5,2
CUST000824,2021-07-19,26.0,Female,Bangalore,244000.0,Premium,96754.07,18,9675.41,Website,51,0.3991,4,30
CUST000825,2023-04-29,51.0,Male,Delhi,128000.0,Regular,16171.6,9,2695.27,In-Store,15,0.2555,4,22
CUST000826,2019-10-03,48.0,Male,Bangalore,116000.0,At-Risk,1994.25,10,221.58,Mobile App,4,0.2749,5,346
CUST000827,2020-11-19,27.0,Male,Delhi,100000.0,Occasional,2934.0,8,266.73,In-Store,17,0.4373,4,43
CUST000828,2022-07-22,,Female,Hyderabad,,Regular,27540.89,3,5508.18,Mobile App,15,0.2656,5,30
CUST000829,2022-06-06,24.0,Female,Chennai,100000.0,Premium,96984.4,18,8816.76,Website,45,0.2379,3,24
CUST000830,2022-11-13,31.0,Male,Hyderabad,100000.0,Regular,15388.67,10,2198.38,Mobile App,10,0.2501,3,46
CUST000831,2021-06-11,42.0,Male,Kolkata,110000.0,Premium,38050.93,15,4227.88,Social Media,30,0.4707,5,36
CUST000832,2020-02-22,51.0,Male,Delhi,100000.0,Regular,16193.63,11,1799.29,Social Media,19,0.1553,5,27
CUST000833,2023-07-29,42.0,Male,Chennai,141000.0,Regular,23315.19,10,3330.74,In-Store,11,0.1446,3,27
CUST000834,2023-11-10,35.0,Male,Delhi,100000.0,Premium,50112.88,20,12528.22,Website,18,0.2008,,8
CUST000835,2020-11-13,22.0,Male,Bangalore,100000.0,Occasional,2761.36,6,460.23,Email,13,0.1474,4,25
CUST000836,2022-01-17,22.0,Male,Bangalore,100000.0,Occasional,8392.66,8,839.27,Website,9,0.1609,4,5
