date,store,sales,transactions,avg_basket,foot_traffic,temperature,is_holiday
2022-07-06,Store_B,148953.6,424.0,1161.47,1101.0,21.1,0
2022-07-07,Store_B,150812.75,521.0,608.71,1924.0,16.1,0
2022-07-08,Store_B,137909.91,296.0,323.11,464.0,14.2,0
2022-07-09,Store_B,163397.04,375.0,932.44,732.0,20.3,1
2022-07-10,Store_B,180413.26,432.0,1170.99,301.0,17.1,1
2022-07-11,Store_B,179252.44,423.0,438.26,1606.0,14.7,0
2022-07-12,Store_B,159676.95,400.0,505.72,112.0,17.8,0
2022-07-13,Store_B,140515.48,468.0,1378.87,273.0,16.0,1
2022-07-14,Store_B,144917.99,407.0,1059.02,1435.0,17.2,0
2022-07-15,Store_B,158184.01,324.0,1498.35,355.0,22.3,0
2022-07-16,Store_B,151377.52,740.0,926.12,1759.0,14.4,1
2022-07-17,Store_B,176268.15,844.0,310.83,1601.0,14.4,1
2022-07-18,Store_B,171840.04,704.0,1483.3,1126.0,17.8,0
2022-07-19,Store_B,168329.51,765.0,584.74,318.0,9.2,0
2022-07-20,Store_B,153942.09,448.0,987.53,1960.0,13.6,0
2022-07-21,Store_B,146399.11,506.0,780.97,1966.0,15.7,0
2022-07-22,Store_B,132315.0,299.0,608.67,1480.0,18.3,0
2022-07-23,Store_B,150514.66,310.0,474.19,304.0,21.1,1
2022-07-24,Store_B,168540.15,382.0,744.55,972.0,13.2,1
2022-07-25,Store_B,174181.32,643.0,1036.37,883.0,14.9,0
2022-07-26,Store_B,142848.47,406.0,1348.41,474.0,16.6,0
2022-07-27,Store_B,159027.88,389.0,1438.83,264.0,13.0,0
2022-07-28,Store_B,139045.28,298.0,645.67,731.0,14.4,0
2022-07-29,Store_B,136300.12,527.0,390.8,435.0,18.7,0
2022-07-30,Store_B,143735.18,434.0,1328.16,148.0,15.1,1
2022-07-31,Store_B,175988.46,497.0,869.2,618.0,13.4,1
2022-08-01,Store_B,167347.3,488.0,1135.82,911.0,12.3,0
2022-08-02,Store_B,154698.48,450.0,1131.24,896.0,8.6,0
2022-08-03,Store_B,138501.18,394.0,491.18,1921.0,4.2,0
2022-08-04,Store_B,123328.91,332.0,316.53,161.0,8.9,0
2022-08-05,Store_B,135475.91,383.0,391.31,529.0,13.4,0
2022-08-06,Store_B,,,,,13.6,1
2022-08-07,Store_B,144902.26,607.0,485.73,558.0,11.1,1
2022-08-08,Store_B,183012.53,760.0,1321.01,520.0,15.8,0
2022-08-09,Store_B,156201.87,371.0,536.41,1471.0,12.6,0
2022-08-10,Store_B,138633.45,597.0,975.33,1735.0,7.5,0
2022-08-11,Store_B,133177.89,381.0,694.62,611.0,9.6,0
2022-08-12,Store_B,140956.1,394.0,1155.63,1078.0,14.7,0
2022-08-13,Store_B,151853.35,325.0,894.88,1872.0,11.7,1
2022-08-14,Store_B,155910.7,344.0,1109.09,705.0,13.3,1
2022-08-15,Store_B,147504.11,311.0,1239.46,453.0,11.1,0
2022-08-16,Store_B,160419.56,548.0,681.81,806.0,6.7,0
2022-08-17,Store_B,151351.29,473.0,790.57,295.0,6.9,0
2022-08-18,Store_B,137553.97,460.0,923.1,1761.0,9.2,0
2022-08-19,Store_B,317191.98,689.0,1127.16,1054.0,10.3,0
2022-08-20,Store_B,142148.14,498.0,471.12,1181.0,6.5,1
2022-08-21,Store_B,,,,,5.3,1
2022-08-22,Store_B,182659.45,593.0,961.82,238.0,3.6,0
2022-08-23,Store_B,169053.23,450.0,437.86,1357.0,3.6,0
2022-08-24,Store_B,150187.53,493.0,540.15,212.0,12.5,0
2022-08-25,Store_B,130113.01,366.0,1053.83,370.0,11.6,0
2022-08-26,Store_B,146021.91,321.0,1332.1,1350.0,7.6,0
2022-08-27,Store_B,133022.94,395.0,1173.1,1878.0,10.6,1
2022-08-28,Store_B,156706.75,329.0,899.75,1920.0,11.0,1
2022-08-29,Store_B,165128.86,350.0,1444.86,1380.0,7.1,0
2022-08-30,Store_B,148913.93,383.0,1105.44,1757.0,3.4,0
2022-08-31,Store_B,142122.16,369.0,1164.76,732.0,5.8,0
2022-09-01,Store_B,122887.64,276.0,1058.97,1129.0,5.0,0
2022-09-02,Store_B,127249.58,314.0,1125.05,1181.0,2.8,0
2022-09-03,Store_B,143301.72,371.0,931.36,955.0,6.9,1
2022-09-04,Store_B,161519.16,769.0,956.88,1443.0,8.0,1
2022-09-05,Store_B,147122.03,384.0,309.61,1491.0,5.3,0
2022-09-06,Store_B,148968.36,416.0,562.67,457.0,0.1,0
2022-09-07,Store_B,120522.16,420.0,1415.83,205.0,3.4,0
2022-09-08,Store_B,136052.16,355.0,1186.39,732.0,9.2,0
2022-09-09,Store_B,139757.05,326.0,1306.56,1996.0,8.0,0
2022-09-10,Store_B,151334.37,679.0,547.43,959.0,5.1,1
2022-09-11,Store_B,153302.87,336.0,1183.35,439.0,6.7,1
2022-09-12,Store_B,154838.87,440.0,845.23,563.0,4.3,0
2022-09-13,Store_B,149619.17,336.0,357.71,711.0,6.1,0
2022-09-14,Store_B,129364.41,354.0,999.43,160.0,7.5,0
2022-09-15,Store_B,138608.83,287.0,774.89,818.0,3.7,0
2022-09-16,Store_B,120786.62,500.0,1438.21,1373.0,7.5,0
2022-09-17,Store_B,154396.78,660.0,1476.98,1170.0,1.1,1
2022-09-18,Store_B,144425.89,422.0,1361.32,169.0,6.5,1
2022-09-19,Store_B,169584.42,453.0,691.55,898.0,11.1,0
2022-09-20,Store_B,145479.82,439.0,1361.04,1534.0,5.6,0
2022-09-21,Store_B,141815.19,306.0,1176.63,1829.0,0.4,0
2022-09-22,Store_B,385155.5,1416.0,410.01,597.0,4.8,0
2022-09-23,Store_B,142738.2,346.0,325.34,668.0,3.8,0
2022-09-24,Store_B,147403.94,462.0,1475.97,1943.0,1.9,1
2022-09-25,Store_B,161981.25,589.0,708.19,823.0,1.7,1
2022-09-26,Store_B,157790.5,319.0,1037.27,572.0,7.6,0
2022-09-27,Store_B,145841.36,325.0,1103.25,1741.0,12.6,0
2022-09-28,Store_B,125698.72,572.0,1008.89,739.0,1.9,0
2022-09-29,Store_B,115388.8,495.0,791.66,637.0,8.1,0
2022-09-30,Store_B,137126.9,398.0,1335.55,332.0,10.2,0
2022-10-01,Store_B,130213.8,383.0,905.83,262.0,5.2,1
2022-10-02,Store_B,154314.56,558.0,1094.92,1270.0,7.9,1
2022-10-03,Store_B,162775.46,658.0,341.08,1166.0,1.1,0
2022-10-04,Store_B,154029.71,381.0,1278.78,345.0,4.0,0
2022-10-05,Store_B,139320.08,371.0,862.22,1150.0,5.1,0
2022-10-06,Store_B,123009.08,351.0,538.05,1270.0,4.4,0
2022-10-07,Store_B,135829.28,301.0,650.15,283.0,7.3,0
2022-10-08,Store_B,150422.2,307.0,979.91,190.0,1.9,1
2022-10-09,Store_B,160343.58,723.0,1049.87,136.0,8.2,1
2022-10-10,Store_B,30380.09,95.0,754.5,1431.0,6.4,0
2022-10-11,Store_B,132729.36,550.0,1041.78,645.0,5.8,0
2022-10-12,Store_B,133220.46,460.0,920.95,231.0,5.8,0
2022-10-13,Store_B,43250.64,121.0,642.85,1321.0,5.8,0
2022-10-14,Store_B,124439.91,476.0,500.05,1198.0,0.9,0
2022-10-15,Store_B,138613.06,320.0,1316.96,1807.0,9.1,1
2022-10-16,Store_B,155184.41,451.0,1405.86,1629.0,-1.6,1
2022-10-17,Store_B,159982.92,407.0,371.61,230.0,4.4,0
2022-10-18,Store_B,146049.58,495.0,861.12,198.0,8.3,0
2022-10-19,Store_B,138373.58,347.0,1422.79,1813.0,4.2,0
2022-10-20,Store_B,118943.61,262.0,872.9,315.0,5.2,0
2022-10-21,Store_B,130180.88,282.0,906.39,318.0,4.3,0
2022-10-22,Store_B,147245.18,314.0,712.42,631.0,10.4,1
2022-10-23,Store_B,158994.76,479.0,835.36,1315.0,8.3,1
2022-10-24,Store_B,154782.68,379.0,784.51,1874.0,2.8,0
2022-10-25,Store_B,161208.47,769.0,1416.43,893.0,5.3,0
2022-10-26,Store_B,217903.44,462.0,356.9,1333.0,6.0,0
2022-10-27,Store_B,132927.06,439.0,339.65,800.0,7.8,0
2022-10-28,Store_B,138539.53,395.0,595.87,490.0,5.3,0
2022-10-29,Store_B,146954.87,340.0,330.57,1473.0,10.9,1
2022-10-30,Store_B,151019.76,703.0,1061.65,961.0,5.1,1
2022-10-31,Store_B,169556.22,598.0,1001.87,621.0,12.2,0
2022-11-01,Store_B,161202.06,402.0,1255.56,727.0,14.7,0
2022-11-02,Store_B,136327.22,545.0,1472.93,1633.0,14.5,0
2022-11-03,Store_B,123767.2,408.0,611.98,196.0,7.1,0
2022-11-04,Store_B,128083.85,277.0,828.16,870.0,5.0,0
2022-11-05,Store_B,138980.79,291.0,1484.25,373.0,2.4,1
2022-11-06,Store_B,158794.92,641.0,1272.57,1286.0,5.7,1
2022-11-07,Store_B,155911.8,382.0,778.35,1145.0,8.4,0
2022-11-08,Store_B,155491.85,391.0,1323.49,252.0,10.7,0
2022-11-09,Store_B,139365.02,355.0,378.83,1494.0,9.0,0
2022-11-10,Store_B,126679.34,303.0,1385.86,1635.0,2.5,0
2022-11-11,Store_B,138394.02,687.0,692.64,1765.0,10.0,0
2022-11-12,Store_B,145033.04,295.0,646.77,1551.0,5.9,1
2022-11-13,Store_B,160839.57,373.0,1219.94,467.0,6.1,1
2022-11-14,Store_B,176240.78,505.0,539.51,625.0,14.7,0
2022-11-15,Store_B,154377.05,456.0,1111.15,1073.0,10.2,0
2022-11-16,Store_B,152477.92,504.0,500.48,197.0,8.5,0
2022-11-17,Store_B,159537.82,592.0,1192.52,1776.0,11.2,0
2022-11-18,Store_B,145067.49,448.0,1214.36,1764.0,14.5,0
2022-11-19,Store_B,154327.65,573.0,1032.06,1620.0,13.4,1
2022-11-20,Store_B,172944.47,781.0,1200.44,1827.0,8.1,1
2022-11-21,Store_B,172014.22,615.0,570.58,409.0,7.9,0
2022-11-22,Store_B,157093.44,684.0,1146.42,290.0,14.5,0
2022-11-23,Store_B,162078.77,398.0,404.11,611.0,8.3,0
2022-11-24,Store_B,137537.94,336.0,785.12,1310.0,9.5,0
2022-11-25,Store_B,130046.14,400.0,646.13,1879.0,13.7,0
2022-11-26,Store_B,158705.21,527.0,520.79,227.0,12.0,1
2022-11-27,Store_B,160172.38,528.0,612.93,1308.0,16.0,1
2022-11-28,Store_B,168605.79,688.0,919.14,179.0,11.1,0
2022-11-29,Store_B,156517.64,407.0,1386.24,407.0,10.9,0
2022-11-30,Store_B,142617.8,490.0,442.12,961.0,12.3,0
2022-12-01,Store_B,,,,,16.0,0
2022-12-02,Store_B,145588.36,480.0,849.36,486.0,15.3,0
2022-12-03,Store_B,165522.05,617.0,873.73,762.0,11.4,1
2022-12-04,Store_B,173103.62,510.0,778.13,1676.0,12.8,1
2022-12-05,Store_B,170557.12,412.0,1264.95,783.0,14.8,0
2022-12-06,Store_B,171037.36,503.0,1415.94,1623.0,12.2,0
2022-12-07,Store_B,146194.42,662.0,326.37,583.0,15.3,0
2022-12-08,Store_B,155430.13,714.0,1391.69,1745.0,15.4,0
2022-12-09,Store_B,148959.22,338.0,565.15,1368.0,20.4,0
2022-12-10,Store_B,145572.19,647.0,909.53,196.0,14.4,1
2022-12-11,Store_B,177460.12,570.0,353.86,1398.0,13.0,1
2022-12-12,Store_B,168337.32,423.0,1388.2,1226.0,19.0,0
2022-12-13,Store_B,173938.86,436.0,1469.06,1569.0,17.0,0
2022-12-14,Store_B,155548.14,474.0,980.38,1995.0,15.4,0
2022-12-15,Store_B,145137.01,303.0,1440.25,1386.0,11.5,0
2022-12-16,Store_B,152666.93,381.0,1206.53,1635.0,14.3,0
2022-12-17,Store_B,174502.19,357.0,504.46,1104.0,13.2,1
2022-12-18,Store_B,186096.2,662.0,1093.41,1880.0,20.9,1
2022-12-19,Store_B,173681.66,833.0,536.34,234.0,8.2,0
2022-12-20,Store_B,167312.93,426.0,1276.49,1425.0,12.4,0
2022-12-21,Store_B,173413.14,744.0,693.48,862.0,17.1,0
2022-12-22,Store_B,477954.26,1319.0,808.77,1037.0,18.2,0
2022-12-23,Store_B,157892.71,380.0,1228.77,1289.0,14.3,0
2022-12-24,Store_B,178614.91,489.0,1445.56,1889.0,16.0,1
2022-12-25,Store_B,189912.1,548.0,584.61,310.0,16.2,1
2022-12-26,Store_B,181923.77,478.0,377.43,893.0,22.7,0
2022-12-27,Store_B,168656.41,520.0,1082.8,1382.0,20.2,0
2022-12-28,Store_B,170717.37,552.0,1362.57,447.0,20.5,0
2022-12-29,Store_B,159531.49,325.0,948.89,174.0,17.7,0
2022-12-30,Store_B,152294.71,361.0,462.16,155.0,18.8,0
2022-12-31,Store_B,174473.08,730.0,1432.57,328.0,20.1,1
2023-01-01,Store_B,189152.63,645.0,1449.03,266.0,22.1,1
2023-01-02,Store_B,,,,,19.7,0
2023-01-03,Store_B,185113.12,496.0,300.5,223.0,25.4,0
2023-01-04,Store_B,157876.35,493.0,1429.84,1756.0,21.3,0
2023-01-05,Store_B,179710.24,372.0,522.7,525.0,23.3,0
2023-01-06,Store_B,157118.7,377.0,1084.01,1278.0,19.8,0
2023-01-07,Store_B,178501.62,508.0,1442.48,1239.0,22.3,1
2023-01-08,Store_B,192562.61,559.0,1066.4,1116.0,19.7,1
2023-01-09,Store_B,209475.69,697.0,428.0,742.0,19.4,0
2023-01-10,Store_B,177299.94,554.0,459.33,1180.0,27.4,0
2023-01-11,Store_B,185800.78,764.0,950.65,398.0,18.3,0
2023-01-12,Store_B,161206.47,452.0,1258.46,1330.0,26.9,0
2023-01-13,Store_B,182355.89,569.0,1020.83,778.0,24.3,0
2023-01-14,Store_B,182886.81,743.0,628.08,1138.0,24.2,1
2023-01-15,Store_B,196416.77,708.0,611.74,786.0,22.7,1
2023-01-16,Store_B,195195.88,408.0,1287.44,1433.0,26.0,0
2023-01-17,Store_B,195573.07,566.0,1459.97,508.0,23.9,0
2023-01-18,Store_B,183191.76,509.0,597.6,953.0,21.7,0
2023-01-19,Store_B,172233.45,441.0,990.0,446.0,25.9,0
2023-01-20,Store_B,189335.25,726.0,460.83,1810.0,24.2,0
2023-01-21,Store_B,195959.64,470.0,780.05,1949.0,23.5,1
2023-01-22,Store_B,203983.09,513.0,704.73,875.0,25.6,1
2023-01-23,Store_B,199522.71,763.0,545.23,284.0,33.4,0
2023-01-24,Store_B,,,,,26.9,0
2023-01-25,Store_B,192969.25,784.0,1157.37,617.0,29.6,0
2023-01-26,Store_B,177735.61,515.0,372.35,681.0,24.2,0
2023-01-27,Store_B,181065.98,865.0,1488.49,531.0,26.9,0
2023-01-28,Store_B,189901.66,383.0,1072.25,1687.0,32.2,1
2023-01-29,Store_B,381647.5,1464.0,406.01,1724.0,21.0,1
2023-01-30,Store_B,211009.05,543.0,1228.25,1723.0,27.4,0
2023-01-31,Store_B,218300.57,966.0,454.93,1463.0,27.5,0
2023-02-01,Store_B,188773.67,487.0,1302.33,330.0,27.3,0
2023-02-02,Store_B,175214.7,596.0,465.18,1971.0,29.5,0
2023-02-03,Store_B,183566.72,618.0,773.31,796.0,27.8,0
2023-02-04,Store_B,203050.33,698.0,372.73,774.0,25.8,1
2023-02-05,Store_B,206020.85,425.0,474.84,555.0,32.4,1
2023-02-06,Store_B,202461.69,465.0,454.72,1512.0,29.0,0
2023-02-07,Store_B,214444.41,569.0,1249.67,768.0,31.8,1
2023-02-08,Store_B,187285.95,569.0,416.8,796.0,28.0,0
2023-02-09,Store_B,174151.37,466.0,472.81,709.0,28.0,0
2023-02-10,Store_B,191703.61,504.0,435.0,144.0,33.3,0
2023-02-11,Store_B,206386.56,806.0,971.45,878.0,29.8,1
2023-02-12,Store_B,205630.81,434.0,393.43,662.0,31.5,1
2023-02-13,Store_B,210573.42,837.0,305.82,618.0,33.2,0
2023-02-14,Store_B,63053.33,130.0,948.09,695.0,34.0,0
2023-02-15,Store_B,560212.24,1160.0,350.3,405.0,34.8,0
2023-02-16,Store_B,301854.11,693.0,1055.14,1957.0,33.0,0
2023-02-17,Store_B,191101.87,440.0,398.36,1188.0,30.8,0
2023-02-18,Store_B,485321.77,1739.0,1317.47,207.0,32.5,1
2023-02-19,Store_B,204976.26,566.0,376.25,1190.0,30.4,1
2023-02-20,Store_B,213323.26,445.0,1273.51,701.0,26.9,0
2023-02-21,Store_B,209810.79,984.0,547.92,1802.0,31.6,0
2023-02-22,Store_B,202827.96,836.0,502.0,1687.0,29.3,0
2023-02-23,Store_B,178294.25,871.0,591.47,788.0,31.0,0
2023-02-24,Store_B,,,,,38.3,0
2023-02-25,Store_B,210897.91,484.0,965.19,1952.0,29.2,1
2023-02-26,Store_B,220497.8,865.0,1344.89,109.0,32.1,1
2023-02-27,Store_B,222019.15,460.0,412.17,173.0,34.6,0
2023-02-28,Store_B,203468.86,408.0,1183.62,1157.0,28.3,0
2023-03-01,Store_B,202849.84,645.0,665.47,1752.0,32.2,0
2023-03-02,Store_B,197285.06,667.0,421.08,1721.0,34.1,0
2023-03-03,Store_B,199158.17,662.0,871.99,1933.0,29.0,0
2023-03-04,Store_B,199851.16,459.0,576.36,1944.0,33.8,1
2023-03-05,Store_B,224370.99,652.0,1256.27,1050.0,41.2,1
2023-03-06,Store_B,,,,,29.9,0
2023-03-07,Store_B,218682.54,538.0,1044.06,914.0,30.6,0
2023-03-08,Store_B,208016.66,880.0,1036.79,318.0,35.3,0
2023-03-09,Store_B,199392.69,439.0,525.15,1452.0,39.3,0
2023-03-10,Store_B,578463.44,1956.0,646.74,607.0,39.0,0
2023-03-11,Store_B,206813.26,504.0,1465.82,542.0,33.0,1
2023-03-12,Store_B,225047.79,515.0,858.44,966.0,34.9,1
2023-03-13,Store_B,222146.68,547.0,608.74,633.0,33.7,0
2023-03-14,Store_B,216668.88,608.0,1306.23,1973.0,33.4,0
2023-03-15,Store_B,195867.33,448.0,1220.29,1607.0,38.0,0
2023-03-16,Store_B,200023.35,421.0,1421.18,182.0,37.1,0
2023-03-17,Store_B,203544.55,620.0,350.24,1506.0,33.4,0
2023-03-18,Store_B,215366.13,1054.0,1367.1,1346.0,34.2,1
2023-03-19,Store_B,222226.38,583.0,673.23,1769.0,32.3,1
2023-03-20,Store_B,232926.07,589.0,402.37,1834.0,32.7,0
2023-03-21,Store_B,215320.78,625.0,551.77,945.0,38.4,0
2023-03-22,Store_B,216766.15,531.0,1043.6,615.0,34.2,0
2023-03-23,Store_B,206413.68,765.0,1162.75,1893.0,38.1,0
2023-03-24,Store_B,191309.35,442.0,959.5,638.0,35.9,0
2023-03-25,Store_B,217911.39,947.0,817.15,1058.0,32.7,1
2023-03-26,Store_B,224155.35,502.0,1017.32,886.0,34.6,1
2023-03-27,Store_B,231357.37,1124.0,512.05,246.0,29.2,0
2023-03-28,Store_B,219431.37,965.0,566.58,1882.0,31.1,0
2023-03-29,Store_B,204926.72,425.0,816.68,434.0,37.5,0
2023-03-30,Store_B,202783.57,665.0,1058.22,650.0,38.2,0
2023-03-31,Store_B,204650.7,513.0,741.82,274.0,30.9,0
2023-04-01,Store_B,226846.08,672.0,446.59,1596.0,31.1,1
2023-04-02,Store_B,225149.5,562.0,689.66,554.0,40.9,1
2023-04-03,Store_B,225427.89,1100.0,339.72,181.0,35.4,0
2023-04-04,Store_B,215465.73,475.0,480.65,937.0,27.5,0
2023-04-05,Store_B,201651.36,794.0,719.08,673.0,36.0,0
2023-04-06,Store_B,201896.87,448.0,1474.06,614.0,37.8,0
2023-04-07,Store_B,192367.41,606.0,889.57,735.0,35.5,0
2023-04-08,Store_B,202391.74,421.0,1023.61,451.0,34.4,1
2023-04-09,Store_B,217627.0,476.0,683.89,1501.0,32.6,1
2023-04-10,Store_B,230193.54,963.0,1340.53,307.0,36.7,0
2023-04-11,Store_B,221492.73,633.0,982.14,1344.0,34.1,0
2023-04-12,Store_B,208797.19,466.0,1098.57,574.0,41.0,0
2023-04-13,Store_B,197781.18,727.0,1434.64,346.0,29.6,0
2023-04-14,Store_B,210313.38,808.0,1416.2,1549.0,36.1,0
2023-04-15,Store_B,195368.5,518.0,961.69,1871.0,32.7,1
2023-04-16,Store_B,221401.78,454.0,1258.73,1378.0,36.8,1
2023-04-17,Store_B,224556.71,534.0,1262.14,1025.0,33.8,0
2023-04-18,Store_B,225490.46,530.0,833.98,369.0,34.2,0
2023-04-19,Store_B,215753.87,439.0,1160.65,1671.0,35.6,0
2023-04-20,Store_B,198887.09,425.0,1272.66,241.0,30.1,0
2023-04-21,Store_B,195581.23,767.0,626.37,353.0,37.7,0
2023-04-22,Store_B,211410.01,631.0,1076.82,415.0,33.4,1
2023-04-23,Store_B,233216.4,915.0,1037.62,339.0,36.8,1
2023-04-24,Store_B,229367.07,657.0,1193.18,1127.0,35.3,0
2023-04-25,Store_B,221072.74,886.0,1460.16,1594.0,33.3,0
2023-04-26,Store_B,203515.58,546.0,387.04,499.0,31.5,0
2023-04-27,Store_B,182134.39,603.0,1199.15,807.0,34.4,0
2023-04-28,Store_B,190456.6,836.0,1380.65,1718.0,36.5,0
2023-04-29,Store_B,211441.14,512.0,1007.94,1134.0,35.6,1
2023-04-30,Store_B,232523.98,976.0,1260.12,762.0,33.1,1
2023-05-01,Store_B,221383.72,978.0,718.66,1290.0,31.2,0
2023-05-02,Store_B,209313.06,598.0,1373.16,387.0,39.9,0
2023-05-03,Store_B,196734.97,871.0,1085.06,1978.0,26.5,0
2023-05-04,Store_B,195143.99,399.0,779.92,1503.0,34.8,0
2023-05-05,Store_B,,,,,38.7,0
2023-05-06,Store_B,218865.32,1087.0,1056.93,1611.0,40.9,1
2023-05-07,Store_B,228485.45,878.0,346.23,1963.0,37.0,1
2023-05-08,Store_B,236259.37,855.0,1433.31,336.0,34.3,0
2023-05-09,Store_B,226082.08,1047.0,698.25,131.0,30.1,0
2023-05-10,Store_B,206375.95,726.0,1472.32,161.0,28.8,0
2023-05-11,Store_B,188737.03,615.0,562.27,743.0,33.6,0
2023-05-12,Store_B,,,,,32.3,0
2023-05-13,Store_B,213170.15,574.0,1238.39,1281.0,28.9,1
2023-05-14,Store_B,226602.72,1093.0,513.97,1853.0,29.3,1
2023-05-15,Store_B,219877.08,835.0,1250.71,1271.0,26.2,0
2023-05-16,Store_B,222552.25,572.0,397.03,892.0,30.6,0
2023-05-17,Store_B,202627.94,509.0,705.38,1821.0,29.0,0
2023-05-18,Store_B,183020.66,614.0,605.68,1801.0,36.2,0
2023-05-19,Store_B,191473.72,403.0,816.42,372.0,27.1,0
2023-05-20,Store_B,201223.62,638.0,1011.91,1919.0,23.0,1
2023-05-21,Store_B,203192.31,418.0,693.3,1235.0,27.4,1
2023-05-22,Store_B,221241.14,519.0,1223.2,808.0,28.3,0
2023-05-23,Store_B,208681.92,420.0,868.84,1681.0,29.3,0
2023-05-24,Store_B,,,,,30.7,0
2023-05-25,Store_B,200513.12,526.0,1324.09,419.0,29.1,0
2023-05-26,Store_B,194636.0,435.0,1265.41,315.0,26.9,0
2023-05-27,Store_B,210684.16,489.0,1107.79,534.0,28.4,1
2023-05-28,Store_B,228122.41,586.0,586.01,1960.0,33.6,1
2023-05-29,Store_B,229613.95,475.0,1109.06,638.0,24.9,0
2023-05-30,Store_B,212929.43,645.0,786.43,1571.0,28.8,0
2023-05-31,Store_B,207428.55,462.0,513.99,1141.0,29.9,0
2023-06-01,Store_B,188174.97,448.0,747.41,219.0,24.8,0
2023-06-02,Store_B,205991.14,477.0,1123.02,1098.0,33.2,0
2023-06-03,Store_B,195858.37,527.0,324.03,229.0,27.7,1
2023-06-04,Store_B,215424.37,794.0,391.26,934.0,25.7,1
2023-06-05,Store_B,221539.72,880.0,762.43,1131.0,22.8,0
2023-06-06,Store_B,209395.47,437.0,360.56,914.0,28.7,0
2023-06-07,Store_B,202634.9,462.0,1039.6,1514.0,27.2,0
2023-06-08,Store_B,191987.32,576.0,1223.65,346.0,25.3,0
2023-06-09,Store_B,177399.42,680.0,1345.24,280.0,23.7,0
2023-06-10,Store_B,197042.26,599.0,1028.53,1958.0,17.2,1
2023-06-11,Store_B,202120.72,570.0,1057.73,826.0,28.6,1
2023-06-12,Store_B,212514.45,594.0,967.55,1949.0,26.0,0
2023-06-13,Store_B,197696.48,680.0,854.74,1385.0,26.8,0
2023-06-14,Store_B,593304.67,1721.0,350.45,1325.0,27.3,0
2023-06-15,Store_B,179790.78,410.0,1257.62,973.0,23.5,0
2023-06-16,Store_B,184332.21,443.0,1048.34,1126.0,27.2,0
2023-06-17,Store_B,206048.52,470.0,667.06,1794.0,24.8,1
2023-06-18,Store_B,197748.46,707.0,629.57,1274.0,28.1,1
2023-06-19,Store_B,213656.88,434.0,813.23,1400.0,18.6,0
2023-06-20,Store_B,321964.52,1080.0,910.05,1398.0,18.3,0
2023-06-21,Store_B,176872.13,363.0,855.13,392.0,29.3,0
2023-06-22,Store_B,175771.61,773.0,683.37,1567.0,23.5,0
2023-06-23,Store_B,182731.34,653.0,816.11,672.0,17.6,0
2023-06-24,Store_B,185158.59,781.0,1499.18,1748.0,20.2,1
2023-06-25,Store_B,196423.37,786.0,418.01,983.0,23.5,1
2023-06-26,Store_B,212600.75,772.0,1352.17,271.0,19.7,0
2023-06-27,Store_B,192375.71,473.0,448.65,1284.0,19.5,0
2023-06-28,Store_B,194767.35,697.0,1213.39,1487.0,20.8,0
2023-06-29,Store_B,177798.89,582.0,606.68,1928.0,19.9,0
2023-06-30,Store_B,180286.35,456.0,474.75,1431.0,20.0,0
2023-07-01,Store_B,178558.35,366.0,1426.37,1051.0,23.7,1
2023-07-02,Store_B,219800.15,760.0,1394.0,1708.0,20.1,1
2023-07-03,Store_B,212685.18,751.0,982.1,254.0,17.7,0
2023-07-04,Store_B,186181.0,398.0,1154.72,111.0,20.4,0
2023-07-05,Store_B,169535.96,426.0,1135.87,635.0,22.7,0
2023-07-06,Store_B,179483.29,553.0,795.61,765.0,18.2,0
2023-07-07,Store_B,188813.21,385.0,790.3,352.0,16.5,0
2023-07-08,Store_B,192724.85,535.0,1179.22,1008.0,20.9,1
2023-07-09,Store_B,197578.92,547.0,626.44,597.0,16.0,1
2023-07-10,Store_B,203930.56,574.0,459.32,854.0,20.4,0
2023-07-11,Store_B,192845.2,823.0,1333.22,631.0,17.5,0
2023-07-12,Store_B,169598.15,825.0,1445.47,924.0,16.4,0
2023-07-13,Store_B,391070.8,1500.0,416.39,1018.0,23.0,0
2023-07-14,Store_B,176226.53,557.0,1488.8,1376.0,19.3,0
2023-07-15,Store_B,175805.98,454.0,1100.62,663.0,16.7,1
2023-07-16,Store_B,189254.07,851.0,1186.82,377.0,21.2,1
2023-07-17,Store_B,192611.11,827.0,989.88,1501.0,14.4,0
2023-07-18,Store_B,194385.36,869.0,920.79,1074.0,17.8,0
2023-07-19,Store_B,379385.93,803.0,830.1,1368.0,19.3,0
2023-07-20,Store_B,178901.54,473.0,643.38,1874.0,15.4,0
2023-07-21,Store_B,165813.11,418.0,596.79,777.0,16.3,0
2023-07-22,Store_B,170630.77,361.0,1064.45,468.0,12.1,1
2023-07-23,Store_B,,,,,15.9,1
2023-07-24,Store_B,196441.39,784.0,1275.48,1108.0,11.6,0
2023-07-25,Store_B,180414.5,621.0,682.89,170.0,11.2,0
2023-07-26,Store_B,170281.03,648.0,1341.24,657.0,14.8,0
2023-07-27,Store_B,169141.16,385.0,1339.09,1214.0,15.8,0
2023-07-28,Store_B,160949.3,396.0,496.26,1599.0,16.8,0
2023-07-29,Store_B,175077.24,543.0,891.73,796.0,17.7,1
2023-07-30,Store_B,175272.51,527.0,498.93,718.0,13.6,1
2023-07-31,Store_B,202321.38,699.0,1489.91,793.0,16.8,0
2023-08-01,Store_B,171026.16,361.0,1174.06,1587.0,15.9,0
